RIsearch	21	0	0	1.000000	1.000000	1.000000	
IntaRNA	21	0	0	1.000000	1.000000	1.000000	
RNAplex	20	0	1	0.952381	1.000000	0.975900	
RNAcofold	18	0	3	0.857143	1.000000	0.925820	
RNAup	20	0	1	0.952381	1.000000	0.975900	
RNAduplex	21	2	0	1.000000	0.913043	0.955533	
RNAhybrid	21	1	0	1.000000	0.954545	0.977008	
pairfold	18	0	3	0.857143	1.000000	0.925820	
DuplexFold	17	0	4	0.809524	1.000000	0.899735	
bifold	17	0	4	0.809524	1.000000	0.899735	
ssearch	21	19	0	1.000000	0.525000	0.724569	
ractip	0	15	21	0.000000	0.000000	0.000000	
bistarna	16	0	5	0.761905	1.000000	0.872872	
AccessFold	17	0	4	0.809524	1.000000	0.899735	
